bhk,propertytype,location,sqft,pricepersqft,totalprice
2,Flat,Raipur,1098,2133,4950000
2,House,Raipur,1500,2917,3200000
2,Flat,Raipur,1200,2778,3500000
3,House,Raipur,900,3056,2500000
2,House,Raipur,1800,3500,5500000
2,Flat,Raipur,600,4100,2100000
2,Flat,Raipur,760,4612,4100000
3,Flat,Raipur,1843,4077,8500000
2,Flat,Raipur,1214,3299,4950000
3,Flat,Raipur,1200,4148,5180000
2,House,Raipur,675,3523,2800000
3,Flat,Raipur,965,3865,3400000
2,Flat,Raipur,650,3249,3100000
2,Flat,Raipur,985,2900,3200000
3,House,Raipur,990,4906,5800000
3,Flat,Raipur,1325,5873,6500000
3,House,Raipur,1266,3465,15500000
2,Flat,Raipur,985,4808,3150000
3,Flat,Raipur,2020,4762,7000000
3,House,Raipur,2600,4041,12500000
2,Flat,Raipur,1365,3000,6500000
3,Flat,Raipur,1930,2909,7800000
2,Flat,Raipur,500,4287,1500000
2,Flat,Raipur,1100,4000,3200000
2,Flat,Raipur,1283,4600,5500000
3,House,Raipur,1190,3983,4800000
3,Villa,Raipur,1000,2571,11500000
3,House,Raipur,600,4960,2390000
2,House,Raipur,700,3467,1800000
3,Flat,Raipur,1250,4062,6200000
3,Flat,Raipur,1500,3814,5200000
2,Flat,Raipur,1120,3733,5850000
3,Flat,Raipur,1180,4000,4500000
2,Flat,Raipur,750,2844,2800000
3,House,Raipur,1125,3000,7500000
3,House,Raipur,900,3333,4550000
2,House,Raipur,750,4857,2400000
2,House,Raipur,900,3359,3000000
3,House,Raipur,1000,2947,5500000
2,House,Raipur,1400,2503,6800000
2,Flat,Raipur,950,3150,3700000
2,Flat,Raipur,800,2917,2800000
2,Flat,Raipur,839,3059,2100000
2,House,Raipur,635,3714,4000000
2,House,Raipur,2400,4433,7000000
3,Villa,Raipur,1700,5285,5200000
3,House,Raipur,700,2500,2600000
2,Flat,Raipur,564,3810,2500000
2,Flat,Raipur,984,3292,5200000
3,House,Raipur,1600,3380,4000000
3,House,Raipur,550,3048,4000000
3,House,Raipur,1150,3056,3950000
2,Flat,Raipur,1080,5625,3650000
2,Flat,Raipur,1050,4286,3200000
3,House,Raipur,1800,3446,5500000
3,Flat,Raipur,800,3200,4500000
2,House,Raipur,1400,4167,6000000
3,Flat,Raipur,1509,5344,5200000
2,Flat,Raipur,10000,3500,3200000
2,Flat,Raipur,1080,2567,4500000
2,Flat,Raipur,740,2778,3000000
2,Flat,Raipur,1310,5000,7000000
2,Villa,Raipur,1000,3535,3500000
2,Flat,Raipur,896,3000,2300000
2,Villa,Raipur,900,2741,2500000
2,Flat,Raipur,800,4267,4000000
2,Flat,Raipur,1188,4471,4200000
2,House,Raipur,1000,3404,3000000
2,House,Raipur,1058,6667,2900000
2,House,Raipur,750,3913,3200000
2,House,Raipur,850,2653,3800000
2,Flat,Raipur,1175,3030,4000000
3,House,Raipur,1800,4300,12000000
3,Villa,Raipur,1476,2783,9000000
2,Flat,Raipur,980,4299,2600000
3,House,Raipur,1050,3930,5000000
2,House,Raipur,1000,2596,4300000
3,Flat,Raipur,800,3222,3200000
2,Flat,Raipur,1256,3587,5400000
2,Flat,Raipur,950,2726,4500000
2,Flat,Raipur,1040,4511,2700000
3,House,Raipur,2400,2632,8700000
3,Flat,Raipur,1114,4714,5000000
2,Flat,Raipur,1000,2676,2900000
3,Flat,Raipur,1330,2486,6000000
2,Villa,Raipur,950,3077,2500000
2,House,Raipur,650,3262,3300000
3,House,Raipur,1360,1875,4550000
2,House,Raipur,1000,2993,2490000
3,House,Raipur,750,2750,4000000
2,Flat,Raipur,981,1529,3200000
3,Flat,Raipur,1600,4000,3000000
2,Flat,Raipur,735,4375,2200000
2,House,Raipur,800,2568,2200000
3,Flat,Raipur,850,5000,1300000
2,Flat,Raipur,900,1938,3600000
3,Flat,Raipur,1750,3698,8650000
2,House,Raipur,800,2760,3500000
3,Flat,Raipur,1480,2500,3800000
2,Flat,Raipur,1000,3125,5000000
3,House,Raipur,1600,2429,3100000
3,Flat,Raipur,972,4270,3729999
2,Flat,Raipur,450,9250,1500000
2,Flat,Raipur,800,3000,2500000
3,House,Raipur,1400,5333,3400000
3,Flat,Raipur,1754,2545,7490000
3,House,Raipur,1800,3360,18500000
2,Flat,Raipur,1000,3750,3000000
3,Flat,Raipur,1500,7000,8000000
2,Flat,Raipur,550,4407,1400000
3,House,Raipur,900,4085,4200000
2,Flat,Raipur,1200,3226,4500000
3,House,Raipur,1900,2833,21000000
2,Villa,Raipur,1500,6190,13000000
2,Flat,Raipur,710,3200,2900000
2,Flat,Raipur,620,2766,2000000
2,House,Raipur,1200,3692,3400000
3,House,Raipur,1500,3191,6500000
2,House,Raipur,800,2807,3200000
2,Flat,Raipur,940,3680,2600000
2,House,Raipur,500,4706,2400000
2,Flat,Raipur,940,4269,3000000
2,Flat,Raipur,1140,4482,3200000
2,Flat,Raipur,943,3913,3470000
3,House,Raipur,800,5000,4000000
2,Flat,Raipur,1054,4333,4500000
3,Flat,Raipur,1785,3000,8000000
2,Flat,Raipur,1150,6190,4500000
3,House,Raipur,1200,3250,6000000
2,Flat,Raipur,1200,3455,5200000
3,Flat,Raipur,1950,3022,6800000
2,House,Raipur,1100,2773,3300000
2,Flat,Raipur,840,5833,5200000
3,House,Raipur,1600,3171,6500000
3,Flat,Raipur,1100,4077,3800000
3,Flat,Raipur,1030,2353,7500000
3,Flat,Raipur,1522,3938,4600000
3,House,Raipur,1800,4800,6100000
2,House,Raipur,1200,4787,7000000
2,Flat,Raipur,736,3025,2800000
2,House,Raipur,600,3333,2650000
2,Flat,Raipur,765,4132,1800000
3,Flat,Raipur,965,3446,3800000
2,House,Raipur,750,4588,3600000
3,Flat,Raipur,862,2616,5500000
3,Flat,Raipur,1818,4583,5500000
3,Villa,Raipur,1500,5000,5000000
3,House,Raipur,1210,4222,5000000
3,Flat,Raipur,1509,3600,5200000
2,House,Raipur,750,4878,3900000
2,Flat,Raipur,860,3067,2250000
2,Flat,Raipur,1200,3000,5500000
2,House,Raipur,1500,6190,7500000
2,House,Raipur,900,2561,3800000
3,House,Raipur,1000,4471,4500000
2,Flat,Raipur,902,2336,4400000
2,Flat,Raipur,815,3899,2500000
2,Flat,Raipur,1020,3514,3060000
2,Flat,Raipur,1050,2667,6500000
2,Flat,Raipur,785,4124,2010000
3,Flat,Raipur,1800,5500,7000000
2,Flat,Raipur,650,3467,3800000
2,Flat,Raipur,1070,2883,2500000
2,Flat,Raipur,550,3571,1800000
3,Flat,Raipur,1415,3036,5000000
3,Flat,Raipur,1590,3455,6200000
3,Flat,Raipur,1280,2792,6500000
2,Flat,Raipur,850,3000,3200000
2,Flat,Raipur,1200,3150,3200000
3,House,Raipur,970,3616,4000000
3,House,Raipur,1800,4040,9900000
3,House,Raipur,1500,2551,5200000
3,Flat,Raipur,1138,3049,4100000
3,House,Raipur,420,3763,3000000
2,Flat,Raipur,1054,4645,3200000
3,Flat,Raipur,1080,5117,3800000
2,Flat,Raipur,967,4327,2700000
2,House,Raipur,1000,5000,3000000
2,Flat,Raipur,635,3400,2000000
2,Villa,Raipur,885,3000,3200000
2,Flat,Raipur,990,2400,4000000
2,Flat,Raipur,1176,4324,3000000
2,Flat,Raipur,800,3864,2500000
2,Flat,Raipur,930,4000,3500000
3,Flat,Raipur,1368,3055,7000000
2,House,Raipur,624,2236,2700000
2,Flat,Raipur,800,3368,4000000
3,House,Raipur,957,1875,3400000
2,House,Raipur,500,4103,1500000
3,House,Raipur,1250,1643,3000000
3,House,Raipur,1850,4231,8000000
3,House,Raipur,2200,1920,8500000
2,House,Raipur,1000,4044,4000000
2,Flat,Raipur,750,500,2500000
3,Flat,Raipur,1473,3200,4500000
2,Flat,Raipur,700,3000,1650000
2,House,Raipur,950,3000,3200000
2,Flat,Raipur,800,1250,1500000
3,Flat,Raipur,1828,3636,7500000
2,Flat,Raipur,487,3286,800000
3,House,Raipur,1500,4091,5500000
2,Flat,Raipur,1250,3225,2400000
2,House,Raipur,915,8000,3700000
2,Flat,Raipur,1000,3034,550000
2,Flat,Raipur,1125,5300,3600000
2,House,Raipur,800,2947,2400000
3,House,Raipur,600,3989,3600000
2,Flat,Raipur,1900,3333,2500000
2,Flat,Raipur,1100,2308,4000000
2,Flat,Raipur,700,4417,2300000
2,House,Raipur,1000,2484,4500000
2,House,Raipur,850,10000,3229999
2,Flat,Raipur,795,5933,2000000
3,House,Raipur,1500,2500,20000000
3,Flat,Raipur,1615,4135,4900000
3,House,Raipur,1925,3200,10200000
2,Flat,Raipur,685,2370,2490000
2,House,Raipur,752,3139,3000000
2,Flat,Raipur,750,1929,2500000
3,Flat,Raipur,1000,2007,3000000
3,House,Raipur,1200,3667,5300000
3,House,Raipur,1610,4225,4000000
2,House,Raipur,1000,3812,11000000
3,House,Raipur,1500,3061,8900000
3,Flat,Raipur,1200,5769,3000000
2,Flat,Raipur,1040,3722,3750000
3,Flat,Raipur,1330,4828,5500000
2,Flat,Raipur,1180,3883,4000000
2,Flat,Raipur,625,3155,1600000
2,Flat,Raipur,1000,4397,3500000
3,Flat,Raipur,1400,4000,2700000
3,Flat,Raipur,1180,4145,2400000
2,Flat,Raipur,600,1437,2200000
2,Flat,Raipur,750,3519,4500000
3,Flat,Raipur,1300,17857,6500000
2,Flat,Raipur,980,2320,3000000
3,House,Raipur,1780,2174,12000000
3,Flat,Raipur,1375,3017,4500000
3,Villa,Raipur,1690,5938,6700000
3,House,Raipur,1450,3385,7000000
2,Flat,Raipur,721,2727,2800000
2,House,Raipur,840,3238,2650000
3,House,Raipur,900,3238,5100000
2,House,Raipur,1125,3700,4500000
2,Flat,Raipur,965,3391,4000000
2,Flat,Raipur,487,3889,700000
2,Flat,Raipur,1080,2161,3800000
2,House,Raipur,1145,4615,5600000
2,Flat,Raipur,1145,3333,2000000
3,Flat,Ranchi,1280,4730,7000000
3,Flat,Ranchi,1845,4599,8490000
2,Flat,Ranchi,975,7000,6830000
3,Flat,Ranchi,1425,5789,8250000
3,Flat,Ranchi,1450,4798,7500000
3,Flat,Ranchi,1459,3700,7000000
3,Flat,Ranchi,1410,5283,5220000
3,Flat,Ranchi,1486,5500,11200000
3,Flat,Ranchi,1600,3925,11000000
3,Flat,Ranchi,950,5634,5200000
3,Flat,Ranchi,1190,3959,10000000
3,Flat,Ranchi,1670,6489,13500000
3,Flat,Ranchi,1200,5660,5850000
3,Flat,Ranchi,1310,4348,8500000
3,Flat,Ranchi,1590,3333,9000000
3,Flat,Ranchi,1585,5784,6900000
2,Flat,Ranchi,600,4615,2000000
3,Flat,Ranchi,1600,5333,10100000
3,Flat,Ranchi,1300,3900,6000000
3,Flat,Ranchi,1425,9091,7600000
3,Flat,Ranchi,1359,6000,5300000
2,Flat,Ranchi,800,9124,10000000
3,Flat,Ranchi,1206,4982,7240000
3,Flat,Ranchi,1370,4444,12500000
3,Flat,Ranchi,1100,5500,6900000
3,Flat,Ranchi,1350,3904,6000000
3,Flat,Ranchi,1800,5263,11000000
3,Flat,Ranchi,1150,3647,4490000
2,Flat,Ranchi,750,6111,5000000
3,Flat,Ranchi,1645,3249,6000000
2,Flat,Ranchi,900,6170,5500000
3,Flat,Ranchi,1100,3455,4500000
2,Flat,Ranchi,750,4261,5800000
2,Flat,Ranchi,1100,5105,3800000
2,Flat,Ranchi,1150,5556,4900000
3,Flat,Ranchi,1567,4049,8000000
2,Flat,Ranchi,960,3254,5000000
3,Flat,Ranchi,1383,6753,6000000
3,Flat,Ranchi,1260,4155,4100000
3,Flat,Ranchi,1978,4157,13300000
2,Flat,Ranchi,1083,4400,4500000
3,Flat,Ranchi,1058,4000,5500000
3,Flat,Ranchi,1990,3790,8760000
3,Flat,Ranchi,1383,4000,5530000
3,Flat,Ranchi,1670,5000,6330000
3,Flat,Ranchi,1700,4900,6800000
3,Flat,Ranchi,1750,4800,8750000
3,Flat,Ranchi,1800,3500,8820000
3,Flat,Ranchi,1732,3500,8309999
3,House,Ranchi,1900,4198,6650000
3,Flat,Ranchi,1108,4419,3879999
3,Flat,Ranchi,1200,3490,5800000
3,Flat,Ranchi,1100,4000,5500000
2,Flat,Ranchi,1075,4091,4750000
3,Flat,Ranchi,1044,4444,4300000
3,Flat,Ranchi,1300,4457,5200000
2,Flat,Ranchi,900,4096,4500000
3,House,Ranchi,650,3757,4000000
3,Flat,Ranchi,1693,3333,7800000
3,Flat,Ranchi,1831,5068,7500000
3,Flat,Ranchi,900,3904,5200000
3,Flat,Ranchi,1350,4000,4500000
3,Flat,Ranchi,1350,4500,7500000
3,Flat,Ranchi,1380,3600,5700000
3,Flat,Ranchi,1072,4909,5360000
3,Flat,Ranchi,1200,4580,5630000
2,Flat,Ranchi,1200,5263,4500000
2,Flat,Ranchi,800,5821,5400000
2,Flat,Ranchi,910,2640,4210000
3,Flat,Ranchi,1330,4728,7000000
3,Flat,Ranchi,1298,5500,9000000
2,Flat,Ranchi,1000,4250,3300000
3,Flat,Ranchi,2115,5225,10000000
3,Flat,Ranchi,1885,4423,10900000
3,Flat,Ranchi,1080,4300,6800000
3,Flat,Ranchi,1560,3835,10900000
2,Flat,Ranchi,1040,4433,4600000
3,Flat,Ranchi,1530,4839,6580000
2,House,Ranchi,704,4015,2700000
3,Flat,Ranchi,1300,3173,6650000
3,Flat,Ranchi,1550,6894,7500000
3,Flat,Ranchi,1200,6591,5500000
2,Flat,Ranchi,876,3650,5000000
3,Flat,Ranchi,1680,4167,5330000
3,Flat,Ranchi,1520,7222,11100000
3,Flat,Ranchi,1593,3422,10500000
2,Flat,Ranchi,1000,4573,3650000
2,Flat,Ranchi,1200,3172,5000000
2,House,Ranchi,900,3724,6500000
3,Flat,Ranchi,1695,7663,5800000
3,Flat,Ranchi,659,5308,6000000
3,Flat,Ranchi,850,6693,3660000
2,Flat,Ranchi,894,6176,3329999
3,House,Ranchi,783,4262,6000000
3,Flat,Ranchi,1300,5475,6900000
3,Flat,Ranchi,1000,5058,8500000
3,Flat,Ranchi,1550,7200,10500000
3,Flat,Ranchi,1400,4913,6500000
3,Flat,Ranchi,1096,7500,7200000
3,Flat,Ranchi,1100,7599,6500000
3,Flat,Ranchi,1450,3667,9000000
2,Flat,Ranchi,916,4229,4500000
3,Flat,Ranchi,1250,4568,10500000
3,Flat,Ranchi,1645,6615,12500000
3,Flat,Ranchi,1350,4375,4950000
3,Flat,Ranchi,1670,4461,8500000
3,Flat,Ranchi,1350,3500,6400000
3,Flat,Ranchi,1285,3173,8500000
3,Flat,Ranchi,1480,3438,7000000
3,Flat,Ranchi,1345,3333,6000000
3,House,Ranchi,1800,3177,6300000
2,Flat,Ranchi,740,4813,3110000
3,Flat,Ranchi,1600,5424,5500000
3,Flat,Ranchi,2100,5143,7000000
2,Flat,Ranchi,800,4957,3050000
2,Flat,Ranchi,935,4615,4500000
3,Flat,Ranchi,1100,3622,7000000
3,Flat,Ranchi,1475,5363,8000000
3,Flat,Ranchi,1575,4737,8100000
2,Flat,Ranchi,1614,3174,8000000
3,Flat,Ranchi,1300,4857,6000000
3,Flat,Ranchi,1150,3571,5100000
3,Flat,Ranchi,1400,5520,8800000
2,Flat,Ranchi,950,3333,4500000
3,Flat,Ranchi,1465,4473,4650000
3,Flat,Ranchi,1750,3883,8500000
3,Flat,Ranchi,1300,3500,5000000
3,Flat,Ranchi,1050,4056,7700000
2,Flat,Ranchi,1000,6207,5000000
2,Flat,Ranchi,1006,3172,4500000
3,Flat,Ranchi,1545,4093,6000000
2,Flat,Ranchi,1000,4675,3500000
3,Flat,Ranchi,1537,4556,7300000
2,House,Ranchi,1450,2333,9000000
3,Flat,Ranchi,1545,3600,4900000
2,Flat,Ranchi,1075,3032,4400000
3,Flat,Ranchi,1925,3889,9000000
2,Flat,Ranchi,900,2500,4100000
2,House,Ranchi,750,5455,2100000
2,Flat,Ranchi,1000,3174,3600000
3,Flat,Ranchi,1385,4200,4200000
2,Flat,Ranchi,900,4044,3500000
3,House,Ranchi,12000,6720,30000000
3,Flat,Ranchi,1100,5143,6000000
3,Flat,Ranchi,1925,5185,6110000
2,Flat,Ranchi,1470,5208,6170000
3,Flat,Ranchi,2349,4727,9500000
3,Flat,Ranchi,1250,4365,11000000
3,Flat,Ranchi,1400,3750,7200000
3,Flat,Ranchi,1350,5217,7000000
2,House,Ranchi,1440,3636,7500000
2,Flat,Ranchi,1100,5254,5200000
3,Flat,Ranchi,1260,4902,5500000
2,Flat,Ranchi,800,5797,3000000
2,Flat,Ranchi,1150,3833,6000000
2,Flat,Ranchi,1000,2500,4000000
3,Flat,Ranchi,1675,5208,8800000
3,Flat,Ranchi,1428,4443,7000000
3,Flat,Ranchi,1035,4412,6000000
3,Flat,Ranchi,1200,4250,4600000
3,House,Ranchi,12000,4000,30000000
2,House,Ranchi,1440,5000,7500000
3,Flat,Ranchi,1463,4167,6500000
3,Flat,Ranchi,1700,4060,7500000
3,Flat,Ranchi,1600,3917,6800000
2,Flat,Ranchi,1125,3369,4500000
2,Flat,Ranchi,1100,4000,5500000
2,Flat,Ranchi,1200,4621,5000000
3,House,Ranchi,2340,4202,9500000
3,Flat,Ranchi,1200,5380,4700000
3,Flat,Ranchi,1395,2600,4700000
2,Flat,Ranchi,1000,3661,4000000
3,Flat,Ranchi,1331,5672,6150000
2,Flat,Ranchi,1140,3600,4790000
3,Flat,Ranchi,1580,5886,8500000
2,Flat,Ranchi,915,3467,2600000
2,Flat,Ranchi,915,4697,3350000
3,Flat,Ranchi,1289,5249,9500000
3,Flat,Ranchi,1310,3939,5400000
3,Flat,Ranchi,1665,3788,9800000
3,Flat,Ranchi,1500,3868,5200000
2,Flat,Ranchi,1107,4688,5200000
3,Flat,Ranchi,1326,4507,9500000
3,Flat,Ranchi,1925,3800,11000000
3,Flat,Ranchi,1550,3636,6500000
3,Flat,Ranchi,1452,3172,5500000
3,Flat,Ranchi,1215,6190,4700000
3,Flat,Ranchi,1280,3174,6000000
2,Flat,Ranchi,1065,3449,4800000
3,Flat,Ranchi,1300,3173,4940000
3,Flat,Ranchi,1430,5035,5200000
3,Flat,Ranchi,1425,4444,4520000
2,Flat,Ranchi,1050,11111,6500000
3,Flat,Ranchi,1320,4209,4190000
2,House,Ranchi,2870,4000,9900000
2,Flat,Ranchi,1100,3500,3490000
3,Flat,Ranchi,1120,5400,7100000
2,Flat,Ranchi,990,5100,4400000
3,Flat,Ranchi,1800,3359,20000000
3,Flat,Ranchi,1473,3704,6200000
3,Flat,Ranchi,1300,3684,5200000
2,Flat,Ranchi,1070,4412,3750000
3,Flat,Ranchi,1711,3744,8209999
2,Flat,Ranchi,1125,4127,6080000
3,Flat,Ranchi,1997,3111,10100000
3,Flat,Ranchi,1072,4334,5290000
2,Flat,Ranchi,1075,3724,5000000
2,Flat,Ranchi,800,5882,3500000
3,Flat,Ranchi,1360,2696,6000000
3,Flat,Ranchi,1600,4762,9000000
3,Flat,Ranchi,1150,4488,5200000
3,Flat,Ranchi,1575,4391,6500000
2,Flat,Ranchi,900,4714,2800000
3,Flat,Ranchi,1615,5337,7000000
2,Flat,Ranchi,974,6159,49000000
2,Flat,Ranchi,894,7200,3329999
2,Flat,Ranchi,850,3942,5000000
3,Flat,Ranchi,1210,6067,4300000
2,Flat,Ranchi,1050,4645,5000000
3,Flat,Ranchi,1426,3333,6400000
3,Flat,Ranchi,1480,6599,6850000
3,Flat,Ranchi,1485,3828,7000000
3,Flat,Ranchi,1218,3658,6500000
2,Flat,Ranchi,1169,3381,7200000
3,Flat,Ranchi,2200,4595,10800000
2,Flat,Ranchi,960,6250,4100000
3,Flat,Ranchi,1143,5185,12000000
3,Flat,Ranchi,1550,4006,7200000
2,Flat,Ranchi,1200,4231,5000000
3,Flat,Ranchi,1400,9967,11000000
3,Flat,Ranchi,1300,4247,7800000
3,Flat,Ranchi,1450,5273,5550000
3,Flat,Ranchi,1367,4566,5000000
3,Flat,Ranchi,1124,4400,3800000
3,Villa,Ranchi,1850,4269,8500000
3,Flat,Ranchi,1280,4161,8000000
3,Flat,Ranchi,1350,4000,7000000
2,Flat,Ranchi,1390,3850,5570000
3,Flat,Ranchi,1224,6762,5500000
3,Flat,Ranchi,2107,5000,21000000
3,Flat,Ranchi,1295,6071,5500000
2,Flat,Ranchi,1100,5068,5800000
2,Flat,Ranchi,950,5707,5000000
3,Flat,Ranchi,1250,4306,5500000
3,Flat,Ranchi,1300,5673,5550000
3,Flat,Ranchi,1251,5500,5700000
3,House,Ranchi,2500,4692,10000000
2,Flat,Ranchi,900,4172,3600000
3,Flat,Ranchi,1200,6757,9900000
2,Flat,Ranchi,1000,3981,5500000
3,Flat,Ranchi,1400,6015,8500000
3,Flat,Ranchi,1480,5000,7500000
3,Flat,Ranchi,1577,8806,9000000
3,Flat,Ranchi,1300,5100,8000000
3,Flat,Ranchi,1615,4583,12500000
3,Flat,Ranchi,1234,7810,7000000
2,Flat,Ranchi,1000,9091,5500000
3,Flat,Ranchi,1300,7599,6100000
3,Flat,Ranchi,1470,4000,6130000
3,Flat,Ranchi,1480,4706,10000000
2,Flat,Ranchi,1080,6818,4300000
2,Flat,Ranchi,850,4291,7200000
3,Flat,Ranchi,1540,4291,7700000
3,Flat,Ranchi,1022,4839,9000000
3,Flat,Ranchi,1400,3834,5500000
2,Flat,Ranchi,1000,6170,5100000
3,Flat,Ranchi,1130,5161,5500000
2,Flat,Ranchi,870,6173,8200000
2,Flat,Ranchi,1170,4382,5500000
2,Flat,Ranchi,1100,3534,10000000
3,Flat,Ranchi,1645,5370,12500000
3,Flat,Ranchi,1500,3725,6000000
3,Flat,Ranchi,1460,6667,8000000
3,Flat,Ranchi,1000,4746,7500000
3,Flat,Ranchi,1305,4294,5600000
3,Flat,Ranchi,1050,3767,5600000
3,Flat,Ranchi,1550,4065,7500000
3,Flat,Ranchi,1565,4837,6000000
2,Flat,Ranchi,750,5900,5800000
3,Flat,Ranchi,1550,5667,8000000
3,Flat,Ranchi,1240,3333,6300000
3,Flat,Ranchi,1134,3390,7000000
3,Flat,Ranchi,1255,4333,5500000
3,Flat,Ranchi,1600,5360,6700000
2,Flat,Ranchi,1392,4800,3000000
3,Flat,Ranchi,1392,4854,6500000
3,Villa,Rishikesh,3200,20000,64000000
3,Villa,Rishikesh,675,5312,8500000
2,Flat,Rishikesh,1050,5930,6790000
3,Villa,Rishikesh,1645,3343,5500000
2,Flat,Rishikesh,900,5000,4500000
3,Flat,Rishikesh,1500,4333,6500000
2,Flat,Rishikesh,1200,10695,8000000
2,House,Rishikesh,1870,7473,20000000
3,House,Rishikesh,910,7222,6800000
2,Flat,Rishikesh,900,45455,6500000
3,House,Rishikesh,209,6085,9500000
3,House,Rishikesh,1890,6111,11500000
2,Flat,Rishikesh,900,10750,5500000
3,House,Rishikesh,2142,8053,21500000
2,Flat,Rishikesh,850,7500,5500000
2,Flat,Rishikesh,950,5333,7650000
3,House,Rishikesh,1800,4375,13500000
2,House,Rishikesh,900,5278,7000000
2,House,Rishikesh,900,2593,4800000
3,House,Rishikesh,1600,6222,7000000
2,House,Rishikesh,1200,7812,9500000
2,Villa,Rishikesh,1300,5735,3500000
2,Flat,Rishikesh,900,4500,5600000
3,House,Rishikesh,3000,7037,12000000
3,Flat,Rishikesh,1350,2444,12500000
3,House,Rishikesh,553,3167,3200000
2,Flat,Rishikesh,900,5000,4500000
2,House,Rishikesh,1350,5679,9500000
2,House,Rishikesh,900,5357,2200000
2,House,Rishikesh,900,3939,3800000
2,House,Rishikesh,900,4593,4500000
3,House,Rishikesh,810,6000,4600000
2,Flat,Rishikesh,800,6053,7500000
3,Flat,Rishikesh,1450,4500,6500000
3,Flat,Rishikesh,1350,4400,6200000
3,House,Rishikesh,612,3533,1800000
2,Flat,Rishikesh,1000,5460,6000000
3,Flat,Rishikesh,1750,6889,11500000
2,House,Rishikesh,73,4999,3200000
3,Flat,Rohini,900,11304,13000000
3,Flat,Rohini,1000,12667,19000000
3,Flat,Rohini,650,14400,10800000
3,Flat,Rohini,800,16500,16500000
3,Flat,Rohini,900,13000,17300000
3,Flat,Rohini,1200,9077,13000000
2,Flat,Rohini,700,14286,5900000
3,Flat,Rohini,800,15294,17500000
2,Flat,Rohini,850,9167,13000000
2,Flat,Rohini,800,11714,11000000
2,Flat,Rohini,1050,8333,8200000
3,Flat,Rohini,1935,15200,10000000
3,Flat,Rohini,720,23469,19000000
3,Flat,Rohini,750,16722,24000000
2,Flat,Rohini,646,10719,9000000
2,Flat,Rohini,910,11163,15000000
2,Flat,Rohini,60,16610,2300000
2,Flat,Rohini,640,21538,6500000
3,Flat,Rohini,950,33803,12000000
2,Flat,Rohini,1200,15556,19000000
3,Flat,Rohini,345,7562,14000000
2,Flat,Rohini,480,21773,3300000
3,Flat,Rohini,650,15909,7600000
3,Flat,Rohini,810,11034,10000000
3,Villa,Rohini,1150,6986,22500000
3,Flat,Rohini,1100,19520,15000000
3,Flat,Rohini,645,113636,7200000
3,Flat,Rohini,800,11923,12600000
3,Flat,Rohini,600,7917,15500000
3,Flat,Rohini,800,12640,9500000
2,Flat,Rohini,700,14615,15800000
2,Flat,Rohini,500,12755,19000000
3,Flat,Rohini,1250,14526,12500000
2,House,Rohini,450,4800,13799999
3,Flat,Rohini,1000,7647,3600000
2,Flat,Rohini,625,9286,6500000
2,Flat,Rohini,600,4909,6500000
2,Flat,Rohini,810,12105,2700000
3,Flat,Rohini,1050,11700,11500000
3,Flat,Rohini,1100,4923,11700000
2,Flat,Rohini,750,7857,3200000
3,Flat,Rohini,1300,13333,5500000
3,Flat,Rohini,1100,17308,17900000
3,Flat,Rohini,1300,12222,22500000
2,Flat,Rohini,650,16667,11000000
2,Flat,Rohini,900,10887,17500000
3,Flat,Rohini,1050,10101,7500000
2,Flat,Rohini,1000,14583,5000000
2,Flat,Rohini,600,14421,17500000
3,Flat,Rohini,1150,14167,13700000
2,Flat,Rohini,1000,21739,8500000
2,Flat,Rohini,1000,20000,25000000
2,Flat,Rohini,650,8000,20000000
3,Flat,Rohini,1100,15634,4000000
3,Flat,Rohini,1100,6207,13799999
3,Flat,Rohini,1250,54668,11000000
3,Flat,Rohini,1100,3333,15300000
3,Flat,Rohini,1200,19375,2500000
3,Flat,Rohini,1200,20000,15500000
2,Flat,Rohini,870,6800,18000000
2,Flat,Rohini,900,66197,22500000
2,Flat,Rohini,700,13889,6800000
3,Flat,Rohini,800,15909,4700000
2,Flat,Rohini,650,17273,12500000
2,Flat,Rohini,350,6800,17500000
2,Flat,Rohini,900,12727,19000000
2,Flat,Rohini,950,14615,6800000
2,Flat,Rohini,600,18182,14000000
2,Flat,Rohini,650,8000,9500000
3,Flat,Rohini,1500,7848,10000000
3,Flat,Rohini,1200,12258,7200000
3,Flat,Rohini,1200,13067,7000000
2,Flat,Rohini,900,12667,19000000
3,Flat,Rohini,1050,8000,10500000
2,Flat,Rohini,495,13889,19000000
3,Flat,Rohini,1150,4222,5200000
2,Flat,Rohini,950,10322,14500000
2,Flat,Rohini,570,3846,12500000
3,Flat,Rohini,1150,18400,1900000
3,Flat,Rohini,1000,13913,11000000
2,House,Rohini,500,16602,10000000
2,Flat,Rohini,520,7111,23000000
2,Flat,Rohini,1050,9231,16000000
3,Flat,Rohini,970,19750,8500000
2,Flat,Rohini,500,9483,3200000
2,Flat,Rohini,800,5429,6000000
3,Flat,Rohini,1000,14516,16000000
3,Flat,Rohini,1125,13889,15800000
2,House,Rohini,1000,12692,9230000
3,House,Rohini,639,8857,5500000
2,Flat,Rohini,850,17857,4000000
2,Flat,Rohini,1100,6200,3800000
2,Flat,Rohini,1000,15935,22500000
3,Flat,Rohini,955,3750,12500000
3,Flat,Rohini,1000,21677,16500000
3,Flat,Rohini,600,9826,6200000
2,Flat,Rohini,500,34838,25000000
